Order Date,Order ID,Product,Product_ean,category,Purchase Address,Quantity Ordered,Price Each,Cost price,turnover,margin
1/1/2019 10:49,143540,Apple Airpods Headphones,7.23E+12,Sports,"463 Main St, Los Angeles, CA 90001",1,150,97.5,150,52.5
1/1/2019 11:00,147963,Flatscreen TV,2.22E+12,Alimentation,"655 Meadow St, Austin, TX 73301",1,300,99,300,201
1/1/2019 11:01,141663,iPhone,9.46E+12,Electronics,"738 8th St, San Francisco, CA 94016",1,700,231,700,469
1/1/2019 11:07,147013,AAA Batteries (4-pack),9.46E+12,Sports,"766 11th St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495
1/1/2019 11:09,144284,AAA Batteries (4-pack),6.88E+12,Sports,"126 13th St, Seattle, WA 98101",2,2.99,1.495,5.98,2.99
1/1/2019 11:10,147574,Google Phone,6.49E+12,Clothes,"472 14th St, Los Angeles, CA 90001",1,600,198,600,402
1/1/2019 11:16,143715,USB-C Charging Cable,1.37E+12,Clothes,"959 2nd St, Atlanta, GA 30301",1,11.95,5.975,11.95,5.975
1/1/2019 11:17,141350,Lightning Charging Cable,2.90E+12,Clothes,"804 River St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/1/2019 11:21,146549,AA Batteries (4-pack),3.77E+12,Sports,"165 Spruce St, San Francisco, CA 94016",1,3.84,1.92,3.84,1.92
1/1/2019 11:25,148074,Google Phone,5.28E+12,Electronics,"6 Johnson St, Atlanta, GA 30301",1,600,198,600,402
1/1/2019 11:25,148074,USB-C Charging Cable,8.71E+12,Clothes,"6 Johnson St, Atlanta, GA 30301",1,11.95,5.975,11.95,5.975
1/1/2019 11:31,146899,Macbook Pro Laptop,1.46E+12,Alimentation,"341 4th St, Los Angeles, CA 90001",1,1700,561,1700,1139
1/1/2019 11:34,144752,27in 4K Gaming Monitor,5.17E+12,Clothes,"708 1st St, San Francisco, CA 94016",1,389.99,128.6967,389.99,261.2933
1/1/2019 11:35,149996,34in Ultrawide Monitor,1.87E+12,Alimentation,"338 North St, New York City, NY 10001",1,379.99,125.3967,379.99,254.5933
1/1/2019 11:36,147308,USB-C Charging Cable,9.65E+12,Sports,"184 North St, Austin, TX 73301",1,11.95,5.975,11.95,5.975
1/1/2019 11:36,149783,USB-C Charging Cable,6.18E+12,Alimentation,"11 Center St, Boston, MA 02215",1,11.95,5.975,11.95,5.975
1/1/2019 11:41,141518,Lightning Charging Cable,3.89E+12,Alimentation,"991 Adams St, Los Angeles, CA 90001",1,14.95,7.475,14.95,7.475
1/1/2019 11:43,146243,27in FHD Monitor,9.61E+12,Sports,"921 Chestnut St, Seattle, WA 98101",1,149.99,97.4935,149.99,52.4965
1/1/2019 11:44,147386,USB-C Charging Cable,2.25E+12,Alimentation,"793 11th St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/1/2019 11:48,144231,Wired Headphones,1.31E+12,Electronics,"493 Main St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995
1/1/2019 11:55,146844,Flatscreen TV,9.84E+12,Alimentation,"593 Church St, New York City, NY 10001",1,300,99,300,201
1/1/2019 11:57,142160,Wired Headphones,5.66E+12,Clothes,"636 14th St, Los Angeles, CA 90001",1,11.99,5.995,11.99,5.995
1/1/2019 12:00,148072,Flatscreen TV,6.57E+12,Alimentation,"989 Center St, San Francisco, CA 94016",1,300,99,300,201
1/1/2019 12:02,148450,iPhone,9.14E+12,Electronics,"761 Lakeview St, Dallas, TX 75001",1,700,231,700,469
1/1/2019 12:02,148450,Lightning Charging Cable,5.06E+12,Electronics,"761 Lakeview St, Dallas, TX 75001",1,14.95,7.475,14.95,7.475
1/1/2019 12:06,143674,Wired Headphones,8.68E+12,Sports,"300 Adams St, Portland, OR 97035",2,11.99,5.995,23.98,11.99
1/1/2019 12:09,146590,AA Batteries (4-pack),1.43E+12,Sports,"317 Walnut St, New York City, NY 10001",3,3.84,1.92,11.52,5.76
1/1/2019 12:11,149492,AA Batteries (4-pack),4.00E+12,Alimentation,"106 Pine St, Boston, MA 02215",1,3.84,1.92,3.84,1.92
1/1/2019 12:14,141558,27in 4K Gaming Monitor,2.30E+12,Alimentation,"345 Chestnut St, Dallas, TX 75001",1,389.99,128.6967,389.99,261.2933
1/1/2019 12:16,142257,iPhone,9.32E+12,Clothes,"774 2nd St, Atlanta, GA 30301",1,700,231,700,469
1/1/2019 12:17,142294,34in Ultrawide Monitor,4.19E+12,Clothes,"116 Maple St, Seattle, WA 98101",1,379.99,125.3967,379.99,254.5933
1/1/2019 12:28,149524,AA Batteries (4-pack),4.78E+12,Clothes,"72 Main St, Portland, OR 97035",1,3.84,1.92,3.84,1.92
1/1/2019 12:35,142914,iPhone,1.21E+12,Alimentation,"279 9th St, San Francisco, CA 94016",1,700,231,700,469
1/1/2019 12:35,146857,Flatscreen TV,9.37E+12,Clothes,"312 Cherry St, Atlanta, GA 30301",1,300,99,300,201
1/1/2019 12:39,146431,Lightning Charging Cable,9.09E+12,Clothes,"561 River St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/1/2019 12:50,150038,20in Monitor,2.97E+12,Alimentation,"191 13th St, Dallas, TX 75001",1,109.99,71.4935,109.99,38.4965
1/1/2019 12:51,144679,Google Phone,5.40E+12,Electronics,"984 Lakeview St, San Francisco, CA 94016",1,600,198,600,402
1/1/2019 12:51,144679,USB-C Charging Cable,9.18E+12,Electronics,"984 Lakeview St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/1/2019 12:57,147451,Google Phone,1.88E+12,Clothes,"229 Elm St, New York City, NY 10001",1,600,198,600,402
1/1/2019 12:57,147451,Wired Headphones,3.32E+12,Sports,"229 Elm St, New York City, NY 10001",1,11.99,5.995,11.99,5.995
1/1/2019 12:59,142178,AAA Batteries (4-pack),8.92E+12,Alimentation,"877 10th St, Seattle, WA 98101",1,2.99,1.495,2.99,1.495
1/1/2019 12:59,147932,Macbook Pro Laptop,1.53E+12,Sports,"477 Main St, Boston, MA 02215",1,1700,561,1700,1139
1/1/2019 13:05,145319,Apple Airpods Headphones,5.01E+12,Sports,"905 River St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/1/2019 13:08,144460,Apple Airpods Headphones,8.78E+12,Sports,"624 5th St, Los Angeles, CA 90001",1,150,97.5,150,52.5
1/1/2019 13:10,149912,Wired Headphones,6.98E+12,Electronics,"750 Highland St, Austin, TX 73301",1,11.99,5.995,11.99,5.995
1/1/2019 13:14,149298,Bose SoundSport Headphones,9.72E+12,Clothes,"453 Maple St, Seattle, WA 98101",1,99.99,49.995,99.99,49.995
1/1/2019 13:15,142714,LG Washing Machine,3.30E+12,Electronics,"972 12th St, San Francisco, CA 94016",1,600,198,600,402
1/1/2019 13:15,143897,Google Phone,2.08E+12,Clothes,"979 9th St, Portland, OR 97035",1,600,198,600,402
1/1/2019 13:18,145014,AAA Batteries (4-pack),6.70E+12,Alimentation,"131 7th St, Atlanta, GA 30301",2,2.99,1.495,5.98,2.99
1/1/2019 13:21,150236,Lightning Charging Cable,3.71E+12,Electronics,"139 Lincoln St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/1/2019 13:25,148866,AAA Batteries (4-pack),5.30E+12,Electronics,"213 6th St, Los Angeles, CA 90001",2,2.99,1.495,5.98,2.99
1/1/2019 13:26,142015,Apple Airpods Headphones,3.29E+12,Alimentation,"205 1st St, Los Angeles, CA 90001",1,150,97.5,150,52.5
1/1/2019 13:29,143738,iPhone,9.22E+12,Clothes,"462 Cedar St, Boston, MA 02215",1,700,231,700,469
1/1/2019 13:29,143738,Lightning Charging Cable,2.15E+12,Electronics,"462 Cedar St, Boston, MA 02215",1,14.95,7.475,14.95,7.475
1/1/2019 13:30,147424,AAA Batteries (4-pack),4.62E+12,Alimentation,"570 Jefferson St, Austin, TX 73301",1,2.99,1.495,2.99,1.495
1/1/2019 13:31,142947,AA Batteries (4-pack),5.94E+12,Sports,"899 Main St, New York City, NY 10001",1,3.84,1.92,3.84,1.92
1/1/2019 13:34,141533,34in Ultrawide Monitor,2.64E+12,Sports,"400 Lakeview St, Seattle, WA 98101",1,379.99,125.3967,379.99,254.5933
1/1/2019 13:36,143547,iPhone,4.71E+12,Alimentation,"817 Lincoln St, Seattle, WA 98101",1,700,231,700,469
1/1/2019 13:47,148287,Lightning Charging Cable,3.34E+12,Clothes,"598 Washington St, Boston, MA 02215",1,14.95,7.475,14.95,7.475
1/1/2019 13:51,142112,20in Monitor,1.84E+12,Electronics,"625 Elm St, Boston, MA 02215",1,109.99,71.4935,109.99,38.4965
1/1/2019 13:51,142112,Bose SoundSport Headphones,5.23E+12,Alimentation,"625 Elm St, Boston, MA 02215",1,99.99,49.995,99.99,49.995
1/1/2019 13:51,142822,Lightning Charging Cable,1.82E+12,Clothes,"487 2nd St, New York City, NY 10001",1,14.95,7.475,14.95,7.475
1/1/2019 13:58,141333,27in FHD Monitor,5.74E+12,Alimentation,"554 10th St, Los Angeles, CA 90001",1,149.99,97.4935,149.99,52.4965
1/1/2019 13:58,143610,27in FHD Monitor,9.67E+12,Electronics,"3 South St, Portland, OR 97035",1,149.99,97.4935,149.99,52.4965
1/1/2019 14:04,149509,ThinkPad Laptop,5.54E+12,Sports,"493 Dogwood St, Seattle, WA 98101",1,999.99,329.9967,999.99,669.9933
1/1/2019 14:06,144641,Lightning Charging Cable,4.84E+12,Alimentation,"847 10th St, Boston, MA 02215",2,14.95,7.475,29.9,14.95
1/1/2019 14:07,147462,USB-C Charging Cable,7.18E+12,Electronics,"101 Elm St, Los Angeles, CA 90001",1,11.95,5.975,11.95,5.975
1/1/2019 14:12,147198,Google Phone,1.66E+12,Electronics,"858 13th St, Austin, TX 73301",1,600,198,600,402
1/1/2019 14:12,147198,USB-C Charging Cable,3.44E+12,Alimentation,"858 13th St, Austin, TX 73301",1,11.95,5.975,11.95,5.975
1/1/2019 14:15,141705,Apple Airpods Headphones,2.75E+12,Alimentation,"478 8th St, Boston, MA 02215",1,150,97.5,150,52.5
1/1/2019 14:17,147095,AAA Batteries (4-pack),9.14E+12,Clothes,"31 Willow St, San Francisco, CA 94016",2,2.99,1.495,5.98,2.99
1/1/2019 14:20,147045,Flatscreen TV,8.83E+12,Sports,"300 9th St, New York City, NY 10001",1,300,99,300,201
1/1/2019 14:21,141644,AAA Batteries (4-pack),2.70E+12,Clothes,"454 Main St, Seattle, WA 98101",1,2.99,1.495,2.99,1.495
1/1/2019 14:23,148133,34in Ultrawide Monitor,6.87E+12,Sports,"877 1st St, Dallas, TX 75001",1,379.99,125.3967,379.99,254.5933
1/1/2019 14:24,143130,27in FHD Monitor,8.13E+12,Electronics,"140 8th St, Seattle, WA 98101",1,149.99,97.4935,149.99,52.4965
1/1/2019 14:25,150311,Flatscreen TV,5.63E+12,Electronics,"795 Hickory St, San Francisco, CA 94016",1,300,99,300,201
1/1/2019 14:26,148757,AA Batteries (4-pack),6.26E+12,Clothes,"810 11th St, Seattle, WA 98101",1,3.84,1.92,3.84,1.92
1/1/2019 14:29,144857,20in Monitor,4.24E+12,Clothes,"654 6th St, Atlanta, GA 30301",1,109.99,71.4935,109.99,38.4965
1/1/2019 14:29,144858,34in Ultrawide Monitor,5.78E+12,Alimentation,"907 9th St, San Francisco, CA 94016",1,379.99,125.3967,379.99,254.5933
1/1/2019 14:30,147220,Wired Headphones,7.49E+12,Clothes,"131 North St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995
1/1/2019 14:31,148085,USB-C Charging Cable,1.69E+12,Electronics,"137 Jackson St, New York City, NY 10001",1,11.95,5.975,11.95,5.975
1/1/2019 14:32,143394,Wired Headphones,8.27E+12,Electronics,"758 Elm St, Portland, OR 97035",1,11.99,5.995,11.99,5.995
1/1/2019 14:32,150335,iPhone,4.58E+12,Electronics,"956 Madison St, Los Angeles, CA 90001",1,700,231,700,469
1/1/2019 14:32,150335,Apple Airpods Headphones,6.30E+12,Sports,"956 Madison St, Los Angeles, CA 90001",1,150,97.5,150,52.5
1/1/2019 14:33,142350,iPhone,8.31E+12,Electronics,"956 Walnut St, Seattle, WA 98101",1,700,231,700,469
1/1/2019 14:33,142350,Wired Headphones,8.38E+12,Sports,"956 Walnut St, Seattle, WA 98101",1,11.99,5.995,11.99,5.995
1/1/2019 14:36,141647,20in Monitor,9.59E+12,Electronics,"434 Sunset St, Atlanta, GA 30301",1,109.99,71.4935,109.99,38.4965
1/1/2019 14:38,143600,iPhone,7.75E+12,Sports,"171 Madison St, Los Angeles, CA 90001",1,700,231,700,469
1/1/2019 14:41,142505,USB-C Charging Cable,9.71E+12,Electronics,"196 Cedar St, New York City, NY 10001",1,11.95,5.975,11.95,5.975
1/1/2019 14:45,142917,Lightning Charging Cable,5.19E+12,Electronics,"225 West St, Los Angeles, CA 90001",2,14.95,7.475,29.9,14.95
1/1/2019 14:45,145475,Wired Headphones,2.29E+12,Electronics,"736 Spruce St, San Francisco, CA 94016",1,11.99,5.995,11.99,5.995
1/1/2019 14:48,147435,Wired Headphones,6.00E+12,Sports,"991 South St, Boston, MA 02215",2,11.99,5.995,23.98,11.99
1/1/2019 14:51,148423,USB-C Charging Cable,7.47E+12,Electronics,"56 Madison St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/1/2019 14:52,146085,iPhone,8.08E+12,Electronics,"901 12th St, Seattle, WA 98101",1,700,231,700,469
1/1/2019 14:55,147763,AAA Batteries (4-pack),9.67E+12,Clothes,"556 6th St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495
1/1/2019 15:01,141855,ThinkPad Laptop,1.63E+12,Sports,"549 Lincoln St, San Francisco, CA 94016",1,999.99,329.9967,999.99,669.9933
1/1/2019 15:25,148829,Bose SoundSport Headphones,2.14E+12,Alimentation,"899 Highland St, San Francisco, CA 94016",1,99.99,49.995,99.99,49.995
1/1/2019 15:25,149163,Lightning Charging Cable,9.70E+12,Sports,"204 Chestnut St, Seattle, WA 98101",1,14.95,7.475,14.95,7.475
1/1/2019 15:27,144301,Flatscreen TV,5.25E+12,Alimentation,"75 Lake St, Los Angeles, CA 90001",1,300,99,300,201
1/1/2019 15:27,148356,AAA Batteries (4-pack),7.79E+12,Clothes,"482 14th St, Austin, TX 73301",1,2.99,1.495,2.99,1.495
1/1/2019 15:28,150208,Bose SoundSport Headphones,5.35E+12,Electronics,"749 Ridge St, Seattle, WA 98101",1,99.99,49.995,99.99,49.995
1/1/2019 15:30,148658,USB-C Charging Cable,2.29E+12,Clothes,"811 North St, Boston, MA 02215",1,11.95,5.975,11.95,5.975
1/1/2019 15:32,146364,AAA Batteries (4-pack),1.17E+12,Clothes,"868 Highland St, Los Angeles, CA 90001",1,2.99,1.495,2.99,1.495
1/1/2019 15:33,144446,Apple Airpods Headphones,2.94E+12,Clothes,"403 North St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/1/2019 15:39,143497,Bose SoundSport Headphones,2.21E+12,Clothes,"661 Jefferson St, Austin, TX 73301",1,99.99,49.995,99.99,49.995
1/1/2019 15:41,147980,34in Ultrawide Monitor,7.18E+12,Alimentation,"76 Dogwood St, New York City, NY 10001",1,379.99,125.3967,379.99,254.5933
1/1/2019 15:49,141877,USB-C Charging Cable,4.28E+12,Clothes,"441 South St, San Francisco, CA 94016",1,11.95,5.975,11.95,5.975
1/1/2019 16:01,141329,USB-C Charging Cable,6.76E+12,Electronics,"122 5th St, Portland, ME 04101",1,11.95,5.975,11.95,5.975
1/1/2019 16:05,144596,34in Ultrawide Monitor,1.69E+12,Alimentation,"47 Hill St, Seattle, WA 98101",1,379.99,125.3967,379.99,254.5933
1/1/2019 16:06,141407,Apple Airpods Headphones,7.98E+12,Sports,"946 12th St, Portland, ME 04101",1,150,97.5,150,52.5
1/1/2019 16:09,148767,Lightning Charging Cable,1.59E+12,Sports,"145 Lakeview St, Austin, TX 73301",1,14.95,7.475,14.95,7.475
1/1/2019 16:11,146910,Lightning Charging Cable,6.72E+12,Alimentation,"175 Lake St, Seattle, WA 98101",1,14.95,7.475,14.95,7.475
1/1/2019 16:16,144143,Lightning Charging Cable,8.24E+12,Alimentation,"975 Dogwood St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/1/2019 16:16,145604,Google Phone,8.03E+12,Alimentation,"498 14th St, Dallas, TX 75001",1,600,198,600,402
1/1/2019 16:23,142303,USB-C Charging Cable,1.70E+12,Sports,"893 Main St, Portland, OR 97035",1,11.95,5.975,11.95,5.975
1/1/2019 16:23,143412,USB-C Charging Cable,5.35E+12,Clothes,"662 4th St, New York City, NY 10001",1,11.95,5.975,11.95,5.975
1/1/2019 16:26,145122,ThinkPad Laptop,7.37E+12,Electronics,"501 Adams St, Los Angeles, CA 90001",1,999.99,329.9967,999.99,669.9933
1/1/2019 16:31,149940,Lightning Charging Cable,9.85E+12,Sports,"720 River St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/1/2019 16:35,150088,34in Ultrawide Monitor,3.45E+12,Clothes,"505 Lakeview St, Austin, TX 73301",1,379.99,125.3967,379.99,254.5933
1/1/2019 16:36,144660,USB-C Charging Cable,5.20E+12,Electronics,"992 12th St, Portland, OR 97035",1,11.95,5.975,11.95,5.975
1/1/2019 16:44,145112,34in Ultrawide Monitor,7.98E+12,Clothes,"787 Wilson St, Atlanta, GA 30301",1,379.99,125.3967,379.99,254.5933
1/1/2019 16:44,150175,34in Ultrawide Monitor,4.56E+12,Sports,"16 2nd St, Los Angeles, CA 90001",1,379.99,125.3967,379.99,254.5933
1/1/2019 16:45,146187,AA Batteries (4-pack),7.50E+12,Electronics,"385 9th St, Portland, OR 97035",1,3.84,1.92,3.84,1.92
1/1/2019 16:46,143340,Lightning Charging Cable,7.14E+12,Alimentation,"886 Cherry St, San Francisco, CA 94016",1,14.95,7.475,14.95,7.475
1/1/2019 16:50,143506,AA Batteries (4-pack),9.94E+12,Sports,"417 Park St, Los Angeles, CA 90001",1,3.84,1.92,3.84,1.92
1/1/2019 16:52,141265,Apple Airpods Headphones,8.20E+12,Alimentation,"853 Ridge St, Boston, MA 02215",1,150,97.5,150,52.5
1/1/2019 16:52,143593,AAA Batteries (4-pack),9.45E+12,Clothes,"488 11th St, New York City, NY 10001",1,2.99,1.495,2.99,1.495
1/1/2019 16:53,149793,Lightning Charging Cable,6.21E+12,Clothes,"681 Madison St, Dallas, TX 75001",2,14.95,7.475,29.9,14.95
1/1/2019 16:59,145416,Lightning Charging Cable,1.89E+12,Sports,"385 Willow St, Atlanta, GA 30301",1,14.95,7.475,14.95,7.475
1/1/2019 16:59,147102,Lightning Charging Cable,8.74E+12,Sports,"307 West St, Seattle, WA 98101",1,14.95,7.475,14.95,7.475
1/1/2019 17:02,150087,Macbook Pro Laptop,3.48E+12,Alimentation,"276 Cedar St, Portland, OR 97035",1,1700,561,1700,1139
1/1/2019 17:04,147685,AAA Batteries (4-pack),1.81E+12,Electronics,"620 Willow St, San Francisco, CA 94016",4,2.99,1.495,11.96,5.98
1/1/2019 17:05,144864,Apple Airpods Headphones,7.73E+12,Alimentation,"67 2nd St, Dallas, TX 75001",1,150,97.5,150,52.5
1/1/2019 17:13,143384,Lightning Charging Cable,4.66E+12,Sports,"4 13th St, Dallas, TX 75001",1,14.95,7.475,14.95,7.475
1/1/2019 17:17,144368,Apple Airpods Headphones,1.38E+12,Alimentation,"249 8th St, San Francisco, CA 94016",1,150,97.5,150,52.5
1/1/2019 17:19,148083,Wired Headphones,2.86E+12,Clothes,"544 11th St, New York City, NY 10001",1,11.99,5.995,11.99,5.995
